espn_athlete_id,player_name,team,status,injury_type,injury_location,injury_side,return_date,short_comment,long_comment,reported_at,fetched_at_utc,source_name
638763,Jaylin Noel,HOU,Active,,,,,Noel caught one pass on five targets for 31 yards and added a 13-yard carry during the Texans' 20-6 loss to the Bengals on Sunday. He also returned three punts for 32 yards and one kickoff for 31 yards.,"The second-year wideout saw a bump in offensive snaps due to the absence of Nico Collins (hamstring), with Noel's 48 snaps ranking third-most among Houston WRs behind Xavier Hutchinson (65) and Kayshon Boutte (58). Noel's offensive production didn't match his increased playing time, but he should continue to operate in an elevated role on offense while still handling primary return duties if Collins is ruled out for Week 3 against the Colts.",2026-09-22 21:40:00,2026-09-24 20:43:54.399981,espn
638762,Azeez Al-Shaair,HOU,Active,,,,,Al-Shaair recorded 12 total tackles (six solo) during Sunday's 20-6 loss to the Bengals.,"Al-Shaair was on the field for every defensive snap for the second straight week, leading the team in takedowns against Cincinnati. The linebacker has now registered 20 total tackles (11 solo) over the first two contests of the year.",2026-09-22 21:37:00,2026-09-24 20:43:54.399981,espn
638755,Jared Wayne,HOU,Active,,,,,Wayne caught two of his seven targets for 33 yards in Sunday's 20-6 loss to the Bengals.,"Wayne garnered plenty of C.J. Stroud's attention due to the absence of Nico Collins (hamstring) in Sunday's contest. The wide receiver saw the third-most targets for the Texans behind Dalton Schultz and Xavier Hutchinson, but he wasn't efficient with them while playing on 40 of the team's 80 offensive snaps in the contest.",2026-09-22 21:27:00,2026-09-24 20:43:54.399981,espn
638754,Foster Moreau,HOU,Active,,,,,Moreau caught both of his targets for 34 yards and added a tackle on special teams during Sunday's 20-6 loss to the Bengals.,"Moreau was listed as a starter, though he played only 23 of the Texans' 80 offensive plays, well behind Dalton Schultz's 54 snaps. Moreau ended up fourth on the Texans in receiving yards, which included a 25-yard catch early in the second quarter, and he's up to a 4-49-0 receiving line through two regular-season games. The Texans hit the road for Week 3 against the Colts, and while Moreau will contribute on offense and special teams, his pass-catching production will be limited while working behind Schultz.",2026-09-22 21:23:00,2026-09-24 20:43:54.399981,espn
-2011805,Jake Hummel,HOU,Questionable,Groin,Groin,Not Specified,2026-09-27,questionable,questionable,2026-09-22 15:56:00,2026-09-24 20:43:54.399981,espn
-2011806,Ed Ingram,HOU,Questionable,Groin,Groin,Not Specified,2026-09-27,questionable,questionable,2026-09-22 15:56:00,2026-09-24 20:43:54.399981,espn
-2011789,Jadeveon Clowney,HOU,Questionable,Knee,Leg,Not Specified,2026-09-27,questionable,questionable,2026-09-22 15:56:00,2026-09-24 20:43:54.399981,espn
638492,Kayshon Boutte,HOU,Active,,,,,Boutte caught three of five targets for 37 yards during the Texans' 20-6 loss to the Bengals on Sunday.,"Both Boutte and Xavier Hutchinson were lined up for larger roles offensively after Nico Collins (hamstring) was ruled out prior to Sunday's game. Boutte and Hutchinson ended with the same number of catches and receiving yards, but it was tight end Dalton Schultz who led all Texans pass catchers with a 12-140-0 line on 14 targets. Collins is expected to miss the Texans' Week 3 tilt against the Colts, so Boutte should have at least one more week serving in an elevated role, though he doesn't appear to be in line for the kind of production bump that Schultz had in Week 2.",2026-09-21 17:29:00,2026-09-24 20:43:54.399981,espn
638489,Xavier Hutchinson,HOU,Active,,,,,Hutchinson caught three passes on nine targets for 37 yards during the Texans' 20-6 loss to the Bengals on Sunday.,"Hutchinson operated in an elevated role on offense Sunday due to the absence of Nico Collins (hamstring). Hutchinson's 65 offensive snaps and nine targets were most among all Texans wide receivers, though he ended up catching only three passes from C.J. Stroud, with tight end Dalton Schultz leading Houston's pass catchers with a 12-140-0 line (on 14 targets). Hutchinson has six catches for on 15 targets for 69 yards through two regular-season games, and he would be the WR1 against the Colts in Week 3 if Collins is not cleared to return.",2026-09-21 17:04:00,2026-09-24 20:43:54.399981,espn
-2010356,Nate Thomas,HOU,Active,,,,,,,2026-09-21 13:29:00,2026-09-24 20:43:54.399981,espn
-2010351,Brevin Jordan,HOU,Active,,,,,,,2026-09-21 13:29:00,2026-09-24 20:43:54.399981,espn
-2010352,Collin Wright,HOU,Active,,,,,,,2026-09-21 13:29:00,2026-09-24 20:43:54.399981,espn
638438,Ka'imi Fairbairn,HOU,Active,,,,,Fairbairn went 2-for-3 on field-goal attempts in Sunday's 20-6 loss to the Bengals.,"The veteran kicker accounted for all of Houston's six points, making field goals from 37 and 45 yards sandwiched around a miss from 58 yards in the third quarter in which Fairbairn left the kick short. Through two games, Fairbairn is 3-for-4 on field-goal tries and has made all four PATs. He'll get another plus draw in the dome against the Colts in Indianapolis next Sunday.",2026-09-21 10:34:00,2026-09-24 20:43:54.399981,espn
638409,Woody Marks,HOU,Active,,,,,Marks rushed eight times for eight yards in Sunday's 20-6 loss to the Bengals. He added five catches for 27 yards on six targets.,"Neither Marks nor David Montgomery (6-10-0 rushing) could get anything going on the ground against Cincinnati, as C.J. Stroud was actually the team's leading rusher with three carries for 29 yards. In the passing game, Marks out-targeted Montgomery six to two, as Montgomery turned in a 2-14-0 receiving line. The backfield duo split snaps essentially right down the middle for the second straight week, as Montgomery played 42 snaps to Marks' 38 against the Bengals. Marks is an RB3/4 heading into Week 3 against the Colts. Montgomery remains the favorite for goal-line work.",2026-09-20 22:26:00,2026-09-24 20:43:54.399981,espn
638282,Dalton Schultz,HOU,Active,,,,,Schultz brought in 12 of 14 targets for 140 yards in the Texans' 20-6 loss to the Bengals on Sunday.,"Schultz eye-popping stat line came on an afternoon where C.J. Stroud threw for 353 yards despite the Texans accruing a sparse six points, and in which Nico Collins (hamstring) was sidelined. Stroud and Schultz were able to repeatedly exploit the one prominent weakness of a seemingly improved Bengals defense, and the veteran tight end's yardage total was a career-high figure. Despite the unexpected breakout performance, Schultz's role will narrow whenever Collins is able to return to action.",2026-09-20 16:57:00,2026-09-24 20:43:54.399981,espn
638280,David Montgomery,HOU,Active,,,,,Montgomery rushed six times for 10 yards and brought in both his targets for 14 yards in the Texans' 20-6 loss to the Bengals on Sunday.,"Neither Montgomery nor backfield mate Woody Marks was able to make any inroads against what looks to be a vastly improved Bengals run defense, although after also being held to 3.0 yards per carry in Week 1, it's clear Montgomery's early issues with efficiency can at least partly be blamed on the Texans' offensive line. Montgomery also saw Marks outpace him by two carries and four targets, yet that may have been largely a function of a game script that saw Houston in catch-up mode. Montgomery should revert back to a lead role in a Week 3 road divisional clash against the Colts next Sunday.",2026-09-20 16:52:00,2026-09-24 20:43:54.399981,espn
638274,C.J. Stroud,HOU,Active,,,,,Stroud completed 30 of 55 passes for 353 yards with no touchdowns or interceptions and rushed three times for 29 yards in the Texans' 20-6 loss to the Bengals on Sunday.,"On a day when he was missing top receiver Nico Collins (hamstring) and led the Texans to only six points, Stroud somehow found his way to his highest passing yardage total since Week 10 of his rookie 2023 campaign. Stroud largely got there by incessantly targeting Dalton Schultz, who was on the receiving end of 12 of the quarterback's completions and accounted for 140 of his yards. The fourth-year signal-caller managed to help the Texans to only three points after halftime, however, and he took all four sacks he sustained in the fourth quarter. Stroud did record completions to eight different targets overall in the absence of Collins, and he could have his top wideout back in the fold for an important early-season Week 3 divisional road clash against the Colts next Sunday.",2026-09-20 16:40:00,2026-09-24 20:43:54.399981,espn
637643,Henry To'oTo'o,HOU,Injured Reserve,Shoulder,Arm,Not Specified,2026-10-18,"To'oTo'o (shoulder) is expected to miss more than four games, Mike Garafolo of NFL Network reports.","To'oTo'o landed on injured reserve Tuesday, which will keep him off the field for at least four games. However, according to Garafolo, the 25-year-old is expected to be out ""longer,"" possibly missing up to eight weeks. To'oTo'o finished the 2025 campaign by amassing 95 total tackles and 2.5 sacks in 17 regular-season games.",2026-09-16 16:25:00,2026-09-24 20:43:54.399981,espn
-2003296,Jaden Crumedy,HOU,Active,,,,,,,2026-09-14 10:14:00,2026-09-24 20:43:54.399981,espn
-2003289,Febechi Nwaiwu,HOU,Active,,,,,,,2026-09-14 10:14:00,2026-09-24 20:43:54.399981,espn
639014,Ashton Dulin,IND,Questionable,Ankle,Leg,Left,2026-09-27,Dulin (ankle) did not practice Thursday.,"Dulin didn't suit up for the 33-30 overtime loss to the Chiefs in Week 2 due to an ankle injury. He missed practice Wednesday and Thursday, so he's currently not trending favorably toward a return for Sunday's meeting against Houston. If Dulin can't play in Week 3, Seth McGowan could see more return duties on special teams. That would also apply to Anthony Gould, assuming he gets elevated off the practice squad once again. There's also a chance both players could see additional action on the receiving end, considering Alec Pierce is battling a heel issue, jeopardizing his availability versus the Texans.",2026-09-24 16:53:00,2026-09-24 20:43:54.399981,espn
638875,Charvarius Ward,IND,Questionable,Groin,Groin,Not Specified,2026-09-27,Ward (groin) did not participate in Wednesday's practice.,Ward exited Sunday's 33-30 overtime loss to the Chiefs early due to groin tightness. The starting cornerback will likely need to upgrade his practice participation to at least a limited level by Friday to have a chance of playing in the Colts' Week 3 divisional matchup against the Texans.,2026-09-23 18:25:00,2026-09-24 20:43:54.399981,espn
638872,DJ Giddens,IND,Active,,,,,Giddens (knee) was a full participant in Wednesday's practice.,Giddens has yet to participate in a regular-season game this season. The running back missed the Colts' Week 1 loss to the Ravens as a healthy scratch before missing the Week 2 overtime loss to the Chiefs with a knee injury. The No. 3 back is now healthy and should be available for the Week 3 game against the Texans.,2026-09-23 18:20:00,2026-09-24 20:43:54.399981,espn
638803,Alec Pierce,IND,Out,Heel,Leg,Left,2026-10-25,"Colts head coach Shane Steichen said Wednesday that Pierce (heel) will be placed on injured reserve and is without a timeline for a return, Kevin Bowen of 107.5 The Fan Indianapolis reports.","According to Ian Rapoport of NFL Network, Pierce -- who had surgery on the same left heel and ankle in late March -- will avoid another procedure and will instead treat the injury with rest and rehab after he suffered an aggravation in this past Sunday's overtime loss to the Chiefs. Pierce's impending move to IR means that he'll be sidelined for at least the Colts' next four games, with his availability beyond that set to be determined by how he responds to rehab. Given the recurring nature of the injury, the Colts could have Pierce take a conservative approach with his recovery program, especially after the team signed him to a lavish four-year, $114 million contract in the offseason.",2026-09-23 10:37:00,2026-09-24 20:43:54.399981,espn
638797,Laquon Treadwell,IND,Active,,,,,Treadwell caught all three of his targets for 61 yards and made one tackle on kick coverage in Sunday's 33-30 overtime loss to the Chiefs.,"Treadwell played 48 of the Colts' 65 offensive snaps due to the injuries to Alec Pierce (heel, in-game injury) and Ashton Dulin (ankle). The wide receiver also logged 17 special-teams snaps, stepping up for the team in multiple phases even though it ultimately fell in a close game.",2026-09-22 23:23:00,2026-09-24 20:43:54.399981,espn
638768,Akeem Davis-Gaither,IND,Active,,,,,Davis-Gaither recorded 14 total tackles (seven solo) during Sunday night's 33-30 overtime loss to the Chiefs.,"Davis-Gaither was a very busy man in Week 2, securing a new career-high 14 takedowns in the contest. The linebacker notched a career-best 117 total tackles over 17 regular-season games with Arizona in 2025, and he is now off to a hot start in his first campaign with the Colts. Through two games, Davis-Gaither has compiled 22 total tackles (12 solo) this season.",2026-09-22 21:51:00,2026-09-24 20:43:54.399981,espn
638693,Micheal Clemons,IND,Injured Reserve,Toe,Leg,Not Specified,2026-10-25,Clemons (toe) was placed on injured reserve by the Colts on Tuesday.,"Clemons sustained a toe injury in the team's 33-30 overtime loss against Kansas City on Sunday night, and he will now be forced to miss at least four contests while recovering. His absence won't have a major impact on the team's defensive approach.",2026-09-22 19:30:00,2026-09-24 20:43:54.399981,espn
638620,Seth McGowan,IND,Active,,,,,McGowan rushed twice for zero yards and had two kickoff returns for 58 yards in Sunday's 33-30 overtime loss to the Chiefs.,"McGowan saw just four offensive snaps in the contest, touchding the ball on half of them. The seventh-round rookie did not make a strong impression against the Chiefs' defensive line, but he proved useful on special teams with a 29-yard average on kickoff returns.",2026-09-21 23:18:00,2026-09-24 20:43:54.399981,espn
638562,Darius Slayton,IND,Active,,,,,"Slayton agreed to a contract Monday with the Colts, Tom Pelissero of Netflix reports.","Slayton spent his first seven seasons with the Giants before he was cut Sept. 7. He posted a 50-770-4 receiving line across 17 games in 2023 but fell below 600 receiving yards in each of the subsequent two campaigns. The Colts will bring Slayton aboard to bolster their depth at receiver after Alec Pierce was diagnosed with a left heel issue that will sideline him for several weeks. Slayton could thus take on a significant role with his new squad, with Josh Downs, Keenan Allen, Ashton Dulin (ankle), Laquon Treadwell and Deion Burks making up the remainder of Indianapolis' receiving corps.",2026-09-21 20:12:00,2026-09-24 20:43:54.399981,espn
638522,Spencer Shrader,IND,Active,,,,,Shrader made all three of his field-goal attempts and PATs in Sunday night's 33-30 overtime loss to the Chiefs.,"All three of Shrader's field goals were under 50 yards, including his game-tying make in overtime from 38 yards. The kicker has made all four of his field goals this season and five of six PATs through two contests.",2026-09-21 18:45:00,2026-09-24 20:43:54.399981,espn
-2010669,Dalton Tucker,IND,Active,,,,,,,2026-09-21 14:15:00,2026-09-24 20:43:54.399981,espn
-2010670,Austin Ajiake,IND,Active,,,,,,,2026-09-21 14:15:00,2026-09-24 20:43:54.399981,espn
-2010663,George Gumbs Jr.,IND,Active,,,,,,,2026-09-21 14:15:00,2026-09-24 20:43:54.399981,espn
-2010664,Riley Leonard,IND,Active,,,,,,,2026-09-21 14:15:00,2026-09-24 20:43:54.399981,espn
638425,Keenan Allen,IND,Active,,,,,Allen caught one of five targets for five yards in Sunday's 33-30 overtime loss to the Chiefs.,"Allen failed to capitalize on the first-half exit of fellow Colts WR Alec Pierce (heel). Dating back to last season with the Chargers, the 34-year-old Allen is mired in a 12-game regular-season touchdown drought, during which he has exceeded 44 receiving yards only once. Snapping that funk won't be easy in Week 3 against the Texans.",2026-09-20 23:15:00,2026-09-24 20:43:54.399981,espn
638424,Josh Downs,IND,Active,,,,,Downs caught seven of nine targets for 72 yards in Sunday's 33-30 overtime loss to the Chiefs.,"Downs paced the Colts in targets, catches and receiving yards in a game that Alec Pierce (heel) exited in the first half. Pierce was the Colts' leading receiver last season, ahead of Tyler Warren, Michael Pittman (foot) and Downs. With Pierce hurt and Pittman now in Pittsburgh, Downs has a clear path to significant target volume from Daniel Jones in Week 3 at home against the Texans.",2026-09-20 23:15:00,2026-09-24 20:43:54.399981,espn
638423,Daniel Jones,IND,Active,,,,,"Jones completed 22 of 31 passes for 210 yards, one touchdown and one interception in Sunday's 33-30 overtime loss to the Chiefs. He also rushed three times for 10 yards.","Jones orchestrated a touchdown drive on the opening possession for a second consecutive game, capping this one with a one-yard touchdown pass to Tyler Warren. Leading 2025 Colts receiver Alec Pierce (heel) exited the game in the first half, but Jonathan Taylor kept the offense churning with a pair of rushing touchdowns. Jones connected with Laquon Treadwell for a 48-yard pass in overtime, but that drive stalled in the red zone and resulted in a game-tying field goal, which was sandwiched between a pair of Chiefs field goals in overtime to drop the Colts to 0-2 ahead of a Week 3 home game against the AFC South rival Texans.",2026-09-20 23:14:00,2026-09-24 20:43:54.399981,espn
638421,Tyler Warren,IND,Active,,,,,Warren caught six of seven targets for 21 yards and a touchdown in Sunday's 33-30 overtime loss to the Chiefs. He also rushed once for three yards.,"Warren opened the scoring with a one-yard touchdown catch, giving him two touchdowns in as many games to begin his sophomore season. The 2025 first-round pick is already halfway to his rookie total of four touchdown catches in 17 games, though Warren also had a rushing TD in 2025. If Alec Pierce (heel) were to miss any additional time after exiting in the first half of Sunday's loss, Warren and Josh Downs would be the top candidates to pick up the slack in the passing game for the run-heavy Colts offense. Warren and the Colts will try to snap a nine-game losing streak dating back to last season when they host the Texans in Week 3.",2026-09-20 23:13:00,2026-09-24 20:43:54.399981,espn
638418,Jonathan Taylor,IND,Active,,,,,Taylor rushed 24 times for 92 yards and two touchdowns while catching all four of his targets for 40 yards in Sunday's 33-30 overtime loss to the Chiefs.,"Taylor has started the season with a pair of two-touchdown performances on the ground after leading the league with 18 rushing touchdowns in the 2025 regular season. The star running back broke free for a 24-yard rushing touchdown with 59 seconds left in the first half before adding a five-yard touchdown run in the fourth quarter to tie the score at 27-27. Taylor is the focal point of Indianapolis' offense, and that's unlikely to change in Week 3, even with Houston's stout front seven coming to town.",2026-09-20 23:01:00,2026-09-24 20:43:54.399981,espn
637751,Anthony Richardson Sr.,IND,Active,,,,,Richardson (groin) was a full participant at practice Thursday.,"Richardson didn't practice Wednesday due to a groin injury but resumed practicing without limitations Thursday, suggesting the backup QB isn't in danger of missing Sunday night's game at Kansas City. Daniel Jones struggled in the Week 1 loss to the Ravens but remains locked in as the starter for the Colts.",2026-09-17 14:53:00,2026-09-24 20:43:54.399981,espn
637389,Cam Taylor-Britt,IND,Active,,,,,"Taylor-Britt's one-game suspension for violating the league's personal conduct policy was lifted Monday, Aaron Wilson of KPRC 2 Houston reports.","Taylor-Britt was forced to sit out Indianapolis' Week 1 loss to the Ravens, but he's now on track to be available for Week 2 at Kansas City. He figures to play in a rotational role in the Colts' secondary in 2026.",2026-09-14 19:39:00,2026-09-24 20:43:54.399981,espn
636733,Drew Ogletree,IND,Active,,,,,Ogletree (neck) was a full participant in practice Thursday.,"The tight end was limited by a neck injury a day earlier. Ogletree is trending toward playing in Sunday's opener against Baltimore. The 2022 sixth-round pick has added depth to the Colts' tight-end spot throughout his career, seeing action on special teams as well.",2026-09-10 18:20:00,2026-09-24 20:43:54.399981,espn
636730,A.J. Haulcy,IND,Active,,,,,Haulcy (ankle) was a full participant in Thursday's practice.,"The safety missed the Colts' last two preseason games but was able to practice on a limited basis Wednesday. Now that he's a full go in practice, Haulcy should be able to play Sunday against the Ravens. The third-round pick out of LSU is a projected starter at strong safety.",2026-09-10 18:16:00,2026-09-24 20:43:54.399981,espn
-2000611,Sedrick Van Pran-Granger,IND,Active,,,,,,,2026-09-10 15:05:00,2026-09-24 20:43:54.399981,espn
636537,Sauce Gardner,IND,Active,,,,,Gardner (calf) is not listed on Wednesday's injury report for Sunday's game versus Baltimore.,"Gardner was bothered by a calf issue during the preseason. However, his omission from the injury report indicates he will be good to go for the Week 1 meeting with the Ravens. The 2022 No. 4 overall pick appeared in 11 regular-season games for the Jets and Colts during the 2025 campaign, amassing 36 total tackles and nine passes defended.",2026-09-09 17:17:00,2026-09-24 20:43:54.399981,espn
639054,LeQuint Allen Jr.,JAX,Questionable,Hip,Leg,Not Specified,2026-09-27,Allen (hip) was limited in practice Thursday.,"Allen is battling a hip injury, though it's unknown if it will keep him off the field Sunday versus New England. The 22-year-old hasn't had much of a role on offense for Jacksonville through the first two games of the 2026 campaign. That isn't expected to change anytime soon. If Allen doesn't suit up in Week 3, it could mean a few more snaps for Chris Rodriguez and Ameer Abdullah behind Bhayshul Tuten.",2026-09-24 19:54:00,2026-09-24 20:43:54.399981,espn
639017,Jakobi Meyers,JAX,Questionable,Thumb,Arm,Not Specified,2026-09-27,Meyers (thumb) was a limited participant Thursday.,"The Jaguars put a cap on Meyers' reps for the second day in a row, but head coach Liam Coen hasn't provided any indication that the wideout is at any real risk of sitting out Sunday's game against the Patriots while he continues to manage a right thumb injury that dates back to training camp. Meyers played through the thumb issue in the first two contests of the season, recording three catches for 68 yards and a touchdown on three targets.",2026-09-24 17:15:00,2026-09-24 20:43:54.399981,espn
638905,DaVon Hamilton,JAX,Questionable,Back,Torso,Not Specified,2026-09-27,Hamilton (back) was a limited participant at the Jaguars' practice Wednesday.,"Hamilton sustained a back injury in the fourth quarter of the team's 20-13 loss to the Broncos in Week 2, and he wasn't able to return to the field before the end of the game. The defensive tackle will have two more opportunities to log a full practice before Sunday's matchup with the Patriots.",2026-09-23 19:30:00,2026-09-24 20:43:54.399981,espn
-2012912,Cole Van Lanen,JAX,Questionable,Knee,Leg,Not Specified,2026-09-27,questionable,questionable,2026-09-23 15:44:00,2026-09-24 20:43:54.399981,espn
-2012896,Robert Hainsey,JAX,Questionable,Elbow,Arm,Not Specified,2026-09-27,questionable,questionable,2026-09-23 15:43:00,2026-09-24 20:43:54.399981,espn
638783,Ameer Abdullah,JAX,Active,,,,,Abdullah carried the ball three times for 11 yards and caught his only target for two yards during Sunday's 20-13 loss to the Broncos.,"The 30-year-old was most involved on special teams and saw just six of the Jaguars' 59 offensive snaps, finishing behind Bhayshul Tuten (30), Chris Rodriguez (13) and LeQuint Allen (nine) in the backfield. Abdullah should continue to see a similar workload as long as the RBs ahead of him on the depth chart remain healthy.",2026-09-22 22:47:00,2026-09-24 20:43:54.399981,espn
638779,Josh Cameron,JAX,Active,,,,,Cameron returned two kickoffs for 50 yards in Sunday's 20-13 loss to the Broncos.,Cameron played 10 offensive snaps and 14 special-teams snaps in Sunday's contest. The wide receiver was not targeted in the contest but averaged 25 yards on his two returns.,2026-09-22 22:29:00,2026-09-24 20:43:54.399981,espn
638713,Foyesade Oluokun,JAX,Active,,,,,Oluokun recorded seven total tackles (five solo) during Sunday's 20-13 loss to the Broncos.,"Oluokun finished tied for the team lead in takedowns with fellow linebacker Ventrell Miller, building off of a Week 1 performance against Cleveland during which he secured four total tackles (three solo) and an interception. Oluokun has registered at least 108 total tackles in each of his last six seasons, and he figures to remain rather busy this year.",2026-09-22 20:05:00,2026-09-24 20:43:54.399981,espn
638548,Travis Hunter,JAX,Active,,,,,Hunter played six offensive snaps but didn't record a target during the Jaguars' 20-13 loss to the Broncos on Sunday.,"It was a slight increase from the four offensive snaps Hunter played in Week 1 against the Browns. The second-year pro mostly saw the field on defense Sunday, playing 37 of 62 defensive snaps (59.7 percent) and finishing with four solo tackles and a pass defense. Hunter's involvement on offense figures to be minimal, given the plethora of targets Trevor Lawrence has at his disposal in Parker Washington, Jakobi Meyers, Brian Thomas and Brenton Strange.",2026-09-21 19:44:00,2026-09-24 20:43:54.399981,espn
-2010495,Jack Kiser,JAX,Active,,,,,,,2026-09-21 13:49:00,2026-09-24 20:43:54.399981,espn
-2010498,Daniel Faalele,JAX,Active,,,,,,,2026-09-21 13:49:00,2026-09-24 20:43:54.399981,espn
-2010501,Jalen Huskey,JAX,Active,,,,,,,2026-09-21 13:49:00,2026-09-24 20:43:54.399981,espn
-2010492,Wesley Williams,JAX,Active,,,,,,,2026-09-21 13:49:00,2026-09-24 20:43:54.399981,espn
638437,Cam Little,JAX,Active,,,,,Little went 2-for-3 on field-goal attempts and made his lone PAT in Sunday's 20-13 loss to the Broncos.,"With the scored tied 13-13 early in the fourth quarter, Little lined up for a 54-yard field goal but pulled it wide left for his first miss of the season. His makes were from 44 and 23 yards earlier in the contest. Through two games, Little has made four of five field-goal tries and all five PATs. He'll get a date with the Patriots next Sunday.",2026-09-21 10:30:00,2026-09-24 20:43:54.399981,espn
638417,Brenton Strange,JAX,Active,,,,,Strange caught both of his targets for 17 yards in Sunday's 20-13 loss to the Broncos.,"Parker Washington (12 targets) and Brian Thomas (eight) saw a combined 20 targets on Trevor Lawrence's 29 pass attempts, leaving very little opportunity for the rest of the Jaguars' pass catchers. Strange still ran 25 routes on 31 dropbacks, proving he's an every-down tight end in one of the league's premier offenses. He'll be a touchdown-dependent TE1/2 next Sunday against the Patriots.",2026-09-20 23:00:00,2026-09-24 20:43:54.399981,espn
638406,Brian Thomas Jr.,JAX,Active,,,,,Thomas brought in three of eight targets for 40 yards in the Jaguars' 20-13 loss to the Broncos on Sunday.,"Thomas' inefficient afternoon saw him mirror his stat line from Week 1. The 2024 first-round pick's start to the new season has been somewhat worrisome considering he often underwhelmed in 2025 while playing in head coach Liam Coen's offense for the first time. Thomas should continue to see plenty of opportunity, but it remains to be seen how he'll fare against a second straight tough secondary in that of the Patriots during a Week 3  home matchup next Sunday.",2026-09-20 22:15:00,2026-09-24 20:43:54.399981,espn
638403,Trevor Lawrence,JAX,Active,,,,,Lawrence completed 17 of 29 passes for 189 yards with no touchdowns and one interception while rushing twice for six yards in the Jaguars' 20-13 loss to the Broncos on Sunday.,"Lawrence helped lead the Jaguars to a 10-3 halftime lead and 13-6 advantage after three quarters, but the Broncos' defense progressively exerted its will and ended up holding him to a 52.4 QBR while sacking him twice. Lawrence's interception was also costly, as it came late in the third quarter at the Broncos' 33-yard line and led to a Denver touchdown. The drop-off in performance for Lawrence compared to Week 1 was fairly drastic, and the 2021 first overall pick will face another high-caliber defense in a Week 3 home matchup against the Patriots next Sunday.",2026-09-20 21:58:00,2026-09-24 20:43:54.399981,espn
638400,Parker Washington,JAX,Active,,,,,Washington brought in seven of 12 targets for 98 yards in the Jaguars' 20-13 loss to the Broncos on Sunday. He also returned two punts for 12 yards and fumbled once but recovered.,"Washington led the Jaguars across the board in receptions, receiving yards and targets while also posting a game-high 32-yard catch. The fourth-year wideout has picked up right where he left off during his breakout stretch run and postseason in 2025, as he's quickly put together a 12-181-1 line on 18 targets over his first two games. Washington will remain a focal point of the Jaguars' air attack in a second consecutive marquee matchup in Week 3 at home against the defending AFC champion Patriots.",2026-09-20 21:51:00,2026-09-24 20:43:54.399981,espn
638397,Bhayshul Tuten,JAX,Active,,,,,Tuten rushed 13 times for 65 yards and a touchdown and brought in both targets for minus-3 yards in the Jaguars' 20-13 loss to the Broncos on Sunday.,"Tuten worked as the Jaguars' clear lead back for the second time in as many games to open the season, even though his rushing workload was relatively modest Sunday. Tuten got into the end zone for the first time this season on a one-yard run early in the second quarter, and he was efficient overall against a high-caliber defense. Tuten figures to remain in the same role for a Week 3 home showdown against the defending AFC champion Patriots next Sunday.",2026-09-20 21:45:00,2026-09-24 20:43:54.399981,espn
638395,Chris Rodriguez Jr.,JAX,Active,,,,,Rodriguez rushed six times for 13 yards in the Jaguars' 20-13 loss to the Broncos on Sunday.,"For the second straight game to open the season, Rodriguez operated as the clear RB2 for the Jaguars behind Bhayshul Tuten, who rushed 13 times for 65 yards and a touchdown as the lead back. Tuten also out-targeted Rodriguez two to zero. Through two games, Rodriguez has a meager 36 yards on 12 carries, averaging a pitiful 3.0 yards per carry. He's not usable in fantasy ahead of a tough Week 3 date with New England.",2026-09-20 21:37:00,2026-09-24 20:43:54.399981,espn
638187,CJ Williams,JAX,Active,,,,,"Williams (coach's decision) is inactive for Sunday's game against the Broncos, John Oehser of the Jaguars' official site reports.",Williams did not record any offensive stats over his 10 snaps in the Jaguars' Week 1 win over the Browns. The wide receiver and reserve returner will now take a back seat as head coach Liam Coen finds other ways to fill Williams' minimal snaps.,2026-09-20 14:00:00,2026-09-24 20:43:54.399981,espn
638185,Tanner Koziol,JAX,Active,,,,,"Koziol (coach's decision) is inactive for Sunday's game against the Broncos, John Oehser of the Jaguars' official site reports.","Koziol is once again a healthy scratch. The tight end is the odd man out in a position room that consists of Brenton Strange, Nate Boerkircher and Quintin Morris.",2026-09-20 13:57:00,2026-09-24 20:43:54.399981,espn
638184,Quinn Ewers,JAX,Active,,,,,"Ewers (coach's decision) is inactive for Sunday's game against the Broncos, John Oehser of the Jaguars' official site reports.","Ewers will once again be inactive as Trevor Lawrence and Nick Mullens are set to be the starting and backup quarterbacks, respectively, for Sunday's contest. The Jaguars acquired Ewers from the Dolphins to be the depth option behind Lawrence, but it appears they may use all of Mullens' practice-squad elevations before resorting to that plan.",2026-09-20 13:55:00,2026-09-24 20:43:54.399981,espn
637712,B.J. Green II,JAX,Injured Reserve,Elbow,Arm,Not Specified,2026-10-18,The Jaguars placed Green (elbow) on injured reserve Wednesday.,"Green sustained the injury while on punt coverage during the Jaguars' 34-10 win over the Browns in Week 1. The injury is severe enough for him to warrant a stint on injured reserve, meaning he'll be forced to miss at least the next four games. The earliest Green is eligible to return from IR is Week 6 against the Texans on Sunday, Oct. 18.",2026-09-16 19:17:00,2026-09-24 20:43:54.399981,espn
